claim,case_name,overruling_case,label,class
Legal standards unable to prevent the significant threat wrongful conviction poses to innocent people do not extend to prior trials.,"[""Whorton v. Bockting""]",Montgomery v. Louisiana,2,Overruled
A general complaint about an issue affecting everyone usually does not allow someone to sue unless they have a unique injury.,"[""First American Financial Corp. v. Edwards""]",,1,Supported
Publicly available reports that misstate facts or stir extreme passions concerning an accused may destabilize the objectivity of the legal system.,"[""Sheppard v. Maxwell""]",,1,Supported
Legal provisions allow incarcerated individuals to request documentation about a court official's improper actions if they establish effects on fair proceedings.,"[""Bracy v. Gramley""]",,1,Supported
"You can sue the government if your issue is related to the law's purpose, even if the law wasn't made for people like you.","[""Match-E-Be-Nash-She-Wish Band v. Patchak""]","Department of the Army v. Blue Fox, Inc.; Schweiker v. Chilicky",2,Overruled
Those selected for court proceedings face differential treatment owing to their sex.,"[""J.E.B. v. Alabama ex rel T.B.""]",,0,Refuted
Financial deficits in transportation infrastructure sections do not justify national control over pricing determined by political subdivisions.,"[""Chicago, Milwaukee, St. Paul & Pacific Railroad Company v. Illinois""]",,0,Refuted
The federal statute regulating private-sector retirement and health coverage prevents employers from hindering access to benefits while workers are in the process of earning them.,"[""Inter-Modal Rail Employees Assn. v. Atchison, Topeka & Santa Fe Railway Company""]",,0,Refuted
"When legal representation is provided through audio communication during court proceedings, there is no automatic violation of the defendant's constitutional entitlement to representation services.","[""Wright v. Van Patten""]",,1,Supported
An inmate is not required to establish unusual conditions to dispute evidence collected in violation of constitutional privacy protections during proceedings after a guilty verdict.,"[""Kaufman v. United States""]",,1,Supported
Appellate review of judicial decisions requires prior admission to proceedings for those not among the original participants.,"[""California Public Employees' Retirement System v. Felzen""]",,1,Supported
Congress intends for a federal law's remedy to be the only option for addressing its violations.,"[""City of Rancho Palos Verdes v. Abrams""]",,1,Supported
The law forbids firing employees because of the gender of their romantic partners.,"[""R.G. & G.R. Harris Funeral Homes Inc. v. Equal Employment Opportunity Commission""]",,1,Supported
Article III courts are not compelled to suspend proceedings solely due to a concurrent matter before a distinct judicial system.,"[""Sprint Communications Co. v. Jacobs""]",,0,Refuted
Government actions outside the scope of judicial authority cannot be restrained using the federal law that permits essential remedies.,"[""Clinton v. Goldsmith"", ""Syngenta Crop Protection, Inc. v. Henson""]",,1,Supported
Issues concerning a court's authority to adjudicate must be resolved in prior judicial forums; failure to address them therein bars their consideration during Supreme Court review.,"[""Ford Motor Company v. United States""]",,0,Refuted
A market participant encountering losses from collusive monetary arrangements requires proof of intentional degradation of market functioning; injury alone from these arrangements is legally insufficient.,"[""Atlantic Richfield Company v. USA Petroleum Company""]",,0,Refuted
Intimate conduct between consenting individuals occurring in residential settings may be prohibited by governments for reasons of ethics.,"[""Lawrence v. Texas""]",,0,Refuted
"When a person is unassigned to the general population, custodial facilities must possess individualized suspicion prior to conducting an inspection that requires full undressing.","[""Florence v. Board of Chosen Freeholders of the County of Burlington""]",,1,Supported
Legal responsibility for activities at a standalone location doesn't attach to its overseer simply through management direction unless the judicial system disregards the entities' separate legal existence.,"[""United States v. Bestfoods""]",,0,Refuted
"When a single public safety officer's action breaches the supreme law of the land, no financial responsibility falls upon the local governing body unless prior directives or common practices have been sufficiently documented.","[""City of Oklahoma City v. Tuttle""]",,0,Refuted
"In disputes over shared hydrological resources, a state alleging injury must prove that another's consumption directly resulted in that injury to prevail.","[""Florida v. Georgia""]",,0,Refuted
Mergers significantly diminishing market rivalry across all sectors are prohibited by the 1914 federal statute.,"[""Brown Shoe Company, Inc. v. United States""]",,1,Supported
Statutory provisions supporting spiritual practices for incarcerated individuals are constitutionally permissible.,"[""Cutter v. Wilkinson""]",,0,Refuted
Statutes that bar civil servants from diverting earned income toward partisan electoral processes are permissible when based on a rational basis for preventing the perception of bias.,"[""Ysursa v. Pocatello Education Association""]",,1,Supported
National legislation designed to incentivize states to mitigate traffic incidents does not generate barriers against locating and resolving hazardous transportation corridors.,"[""Pierce County v. Guillen""]",,0,Refuted
