claim,case_name,overruling_case,label,class
Congress intends for a federal law's remedy to be the only option for addressing its violations.,"[""City of Rancho Palos Verdes v. Abrams""]",,1,Supported
Employers cannot fire someone for their sexual orientation.,"[""R.G. & G.R. Harris Funeral Homes Inc. v. Equal Employment Opportunity Commission""]",,1,Supported
Federal courts are not required to stop hearing a case simply because a state court is also considering the same issue.,"[""Sprint Communications Co. v. Jacobs""]",,0,Refuted
Courts cannot use the All Writs Act to stop government actions unrelated to their jurisdiction.,"[""Clinton v. Goldsmith"", ""Syngenta Crop Protection, Inc. v. Henson""]",,1,Supported
A party may not raise a new jurisdictional argument for the first time during the petition for certiorari process; such arguments must be litigated in lower courts.,"[""Ford Motor Company v. United States""]",,0,Refuted
"A competitor seeking damages for harm caused by price fixing must demonstrate that the pricing was intended to harm competition, and cannot recover solely on proof of harm resulting from the price fixing.","[""Atlantic Richfield Company v. USA Petroleum Company""]",,0,Refuted
Governments may prohibit private sexual acts between consenting adults based on moral objections.,"[""Lawrence v. Texas""]",,0,Refuted
Jails must have a reason to perform a strip search on someone who will not be staying with other inmates.,"[""Florence v. Board of Chosen Freeholders of the County of Burlington""]",,1,Supported
"A parent company is not liable for the operation of a subsidiary's facility simply because it controls the subsidiary's operations, unless the corporate veil is pierced.","[""United States v. Bestfoods""]",,0,Refuted
A municipality is not liable for damages caused by a single unconstitutional act of a police officer without evidence of an underlying official policy or custom.,"[""City of Oklahoma City v. Tuttle""]",,0,Refuted
"In disputes over shared water resources, a state claiming harm must demonstrate that the other state's water use caused the harm to succeed.","[""Florida v. Georgia""]",,0,Refuted
Mergers that significantly reduce competition in any market are illegal under the Clayton Act.,"[""Brown Shoe Company, Inc. v. United States""]",,1,Supported
Laws accommodating religious practices of prisoners are permissible under the Constitution.,"[""Cutter v. Wilkinson""]",,0,Refuted
"Laws that prevent public employees from using their paychecks for political activities are allowed if they have a reasonable justification, such as avoiding the appearance of bias.","[""Ysursa v. Pocatello Education Association""]",,1,Supported
Federal laws designed to encourage states to improve road safety do not create a disincentive for states to identify and fix dangerous roads.,"[""Pierce County v. Guillen""]",,0,Refuted
"When workers are not covered by federal labor law, states can use their own laws to address related issues.","[""Hanna Mining Company v. District 2, Marine Engineers Beneficial Association, AFL-CIO""]",,1,Supported
"When federal law covers all aspects of a subject, states cannot make their own laws about it.","[""Pennsylvania v. Nelson""]",Murphy v. National Collegiate Athletic Association,2,Overruled
A government agency's prior discussions with employees do not stop it from fairly deciding to fire them for illegal strikes.,"[""Hortonville Independent School District No. 1 v. Hortonville Education Association""]",,1,Supported
Government policies that give preference to minority-owned businesses in the allocation of limited public resources are illegal because they violate the equal protection rights of non-minority applicants.,"[""Metro Broadcasting, Inc. v. Federal Communications Commission""]",,0,Refuted
Laws that stop groups from organizing legal efforts to fight for civil rights violate constitutional free speech protections.,"[""National Association for the Advancement of Colored People v. Button""]",,1,Supported
"The Indian Civil Rights Act provides the rules for tribal court convictions, and those convictions can be used in federal court for sentencing if they meet those rules.","[""United States v. Bryant""]",,1,Supported
"A defendant's good-faith belief that a patent is invalid is a valid defense to a claim of induced infringement, as knowledge of infringement requires the patent to be valid, and no infringement can occur on an invalid patent.","[""Commil USA, LLC v. Cisco Systems, Inc.""]",,0,Refuted
People cannot sue medical device manufacturers under state law for safety or effectiveness issues with devices that received FDA premarket approval.,"[""Riegel v. Medtronic, Inc.""]",,1,Supported
"A coerced confession, even if used to obtain a conviction, cannot be deemed harmless error if it played a determinative role in the trial's outcome.","[""Arizona v. Fulminante""]",,0,Refuted
Items placed for public collection outside the boundaries of a private home do not receive Fourth Amendment protection against warrantless search.,"[""California v. Greenwood""]",,0,Refuted
Sexual harassment between students must be severe enough to prevent a student from getting an education for schools to be liable under Title IX.,"[""Davis v. Monroe County Board of Education""]",,1,Supported
"If a defendant rejects a plea offer due to ineffective assistance of counsel, and is subsequently convicted, the conviction does not automatically require reinstatement of the original plea offer.","[""Lafler v. Cooper""]",,0,Refuted
The Constitution doesn't require states to use race or sex in public university admissions.,"[""Schuette v. Coalition to Defend Affirmative Action""]",,1,Supported
"A state legislature may redraw electoral boundaries at any time, even for partisan advantage, without violating the Constitution.","[""League of United Latin American Citizens v. Perry""]",,0,Refuted
"In areas with a history of voting discrimination, election procedures must be approved by the federal government before they can be used.","[""Morse v. Republican Party of Virginia""]",Shelby County v. Holder,2,Overruled
